Date,Open,High,Low,Close,Volume
28-07-2006,232,234.800003,231.199997,232.300003,607409
31-07-2006,233,238.25,233,236,488170
01-08-2006,236,237,229.75,231.899994,238896
02-08-2006,233,235,230.5,234.600006,176523
03-08-2006,235,237.949997,232.050003,232.899994,527472
04-08-2006,233.5,235.899994,226.100006,227.850006,595139
07-08-2006,227.800003,230.199997,225.050003,229.850006,402464
08-08-2006,230.5,234,228.25,230.649994,687927
09-08-2006,231,234.100006,227.050003,232.050003,429888
10-08-2006,234,238.5,232,237,594128
11-08-2006,238.199997,242.600006,238,241.350006,632368
14-08-2006,242.550003,251.149994,242,250.199997,838117
16-08-2006,252,255,245.050003,245.899994,604412
17-08-2006,249.399994,249.399994,243,244.350006,283259
18-08-2006,243.5,250.899994,242,249.600006,599517
21-08-2006,252,253.199997,248.550003,251.300003,356926
22-08-2006,253,253.949997,249.5,251.449997,307263
23-08-2006,251.699997,251.699997,245,245.800003,224997
24-08-2006,244,249.449997,242.5,247.050003,504446
25-08-2006,249,249.399994,246,246.899994,451802
28-08-2006,247.5,247.5,240.600006,243.550003,513169
29-08-2006,246.5,249.350006,245,248.5,593640
30-08-2006,249,249.899994,245.399994,248.149994,439704
31-08-2006,249.800003,254.300003,248.100006,249.949997,933141
01-09-2006,251,258.600006,250.199997,257.5,1101805
04-09-2006,260,260.899994,258,258.399994,362941
05-09-2006,258.399994,262.5,257,261.25,543911
06-09-2006,261.5,263.5,260,261.100006,365983
07-09-2006,259.5,260,253,254,379461
08-09-2006,254,257.700012,254,256.899994,293213
11-09-2006,258,259.5,243.5,245,505929
12-09-2006,245,251.949997,240,249.649994,455184
13-09-2006,251.899994,256.25,251.100006,252.399994,466336
14-09-2006,255,256.200012,252,254.149994,248080
15-09-2006,255,255.899994,249,254.600006,270224
18-09-2006,255,262.149994,254.600006,260.350006,713578
19-09-2006,261.799988,262.950012,251,254.399994,323209
20-09-2006,252,257.899994,250,256.200012,224888
21-09-2006,260,262,257,259.950012,411302
22-09-2006,259.5,261,256,260.149994,305709
25-09-2006,258.700012,262.200012,257.700012,259.25,303423
26-09-2006,261,261.100006,256.950012,260.549988,215341
27-09-2006,262,265.899994,262,264.899994,460533
28-09-2006,266,268.899994,261,264,448112
29-09-2006,264.75,265.299988,261.25,262.25,126305
03-10-2006,261.899994,264.5,255,255.649994,543674
04-10-2006,257,258.75,251.600006,252.350006,383833
05-10-2006,256.399994,258.25,254,257.100006,259239
06-10-2006,258.5,258.5,255.550003,255.949997,105252
09-10-2006,255,262.25,253,261.450012,246260
10-10-2006,263.5,264.350006,260.049988,261.700012,285770
11-10-2006,261,265,259.200012,260.850006,482158
12-10-2006,262.5,262.899994,258,261.600006,194852
13-10-2006,263.950012,263.950012,259.100006,260.600006,411720
16-10-2006,263,265.75,261.25,264.200012,456107
17-10-2006,264.200012,267.5,260.399994,261.5,600128
18-10-2006,262.899994,263.899994,261,261.649994,120523
19-10-2006,263.5,264.600006,259,260.5,153291
20-10-2006,261,264,260.5,262.5,138747
23-10-2006,263.25,265,256.100006,256.899994,271494
26-10-2006,260,260,254,258.100006,365732
27-10-2006,259.899994,260.5,257.5,259.600006,259084
30-10-2006,262.5,264.350006,258,262.75,359772
31-10-2006,264.950012,264.950012,259.25,262.049988,308739
01-11-2006,264,264,256.100006,256.950012,518631
02-11-2006,260,260.450012,255,255.649994,214445
03-11-2006,258,259,253.5,255.949997,139671
06-11-2006,259.799988,264.200012,256,263.350006,291674
07-11-2006,267,268.899994,261.5,265.600006,812358
08-11-2006,266,269,263,267.100006,473287
09-11-2006,269.75,273,268.350006,271.25,449918
10-11-2006,275,275,267,267.950012,229071
13-11-2006,271.450012,271.450012,266.100006,268.399994,277124
14-11-2006,270,270,262.5,265.850006,220934
15-11-2006,267.899994,267.899994,262.299988,264.950012,457477
16-11-2006,267.799988,267.799988,262.100006,264.899994,156733
17-11-2006,264,265,258.600006,260,345236
20-11-2006,259,259,253,256.399994,333332
21-11-2006,257.5,259,256.5,258.049988,88379
22-11-2006,258.5,263.25,257.549988,262,185519
23-11-2006,263,264.899994,259,259.899994,116073
24-11-2006,260.25,265,259,264.450012,238410
27-11-2006,265,266.850006,260.25,261.399994,84967
28-11-2006,261.399994,263.549988,254.550003,255.399994,202681
29-11-2006,256,260,247.050003,248.949997,634352
30-11-2006,254,255,251.100006,253.850006,166142
01-12-2006,257.149994,257.149994,253,254.550003,101313
04-12-2006,257,257,251.75,253.699997,115030
05-12-2006,255,255.5,251.800003,252.5,113830
06-12-2006,252.800003,254.300003,247.5,248.050003,225426
07-12-2006,251,251,248,248.600006,94497
08-12-2006,256.899994,256.899994,245.5,246.5,183386
11-12-2006,251.850006,251.949997,241,243.649994,451995
12-12-2006,243.649994,244.800003,237.199997,240.300003,274024
13-12-2006,240,242,230.550003,238.050003,255883
14-12-2006,240,250,237.399994,247.699997,197887
15-12-2006,250.800003,252,245,245.850006,131565
18-12-2006,247.600006,248,239,245.25,182046
19-12-2006,250,250,239,241,237088
20-12-2006,242,246,241.600006,244.149994,215810
21-12-2006,242,248.449997,241.149994,247.350006,332911
22-12-2006,248.649994,248.649994,245,247.899994,91859
26-12-2006,249.899994,256.899994,248.100006,255.899994,304361
27-12-2006,257.899994,260.399994,256.100006,259.549988,358204
28-12-2006,259.950012,260.450012,251.149994,253.25,144593
29-12-2006,253.5,254.850006,249,250.699997,141225
02-01-2007,253.399994,253.899994,250.600006,251.550003,64744
03-01-2007,252,258.700012,249.300003,257.850006,247171
04-01-2007,257,259.799988,249,255,170238
05-01-2007,255,255.899994,252.149994,253.850006,141355
08-01-2007,250.100006,254,247,247.850006,232220
09-01-2007,248,251.5,243,244.25,161357
10-01-2007,245.100006,245.5,240,243.300003,210140
11-01-2007,245.949997,248,242.149994,246.600006,115053
12-01-2007,248,257,247.100006,254.850006,295529
15-01-2007,255,260.100006,252.5,258,1055911
16-01-2007,260,260.5,255.149994,258.700012,157723
17-01-2007,259,261.5,258.049988,258.600006,196418
18-01-2007,260,261.350006,257,258.299988,123905
